customer_id,name,age,gender,marital_status,number_of_dependents,annual_income,occupation,health_status,smoking_status,policy_type,coverage_amount,monthly_premium,policy_start_date
mostly54-3741-4d58-acfe-4eedafc580cc,Andrew Green,48,Male,Married,2,148000,Project Manager,Fair,Non-smoker,Term Life,100000,45.7,3/29/22
mostly29-2ad3-427b-bc32-451b978dd7bd,Katherine Powell,44,Female,Married,2,84000,Research Assistant,Excellent,Non-smoker,Whole Life,600000,120.2,1/10/22
mostly26-5721-4645-bc53-8410a3e61e91,Catherine Moore,41,Male,Widowed,1,66000,Sales Manager,Good,Former smoker,Term Life,500000,96.8,7/11/22
mostly78-591e-4f3d-881d-88a255530bd0,Kimberly Jenkins,50,Male,Widowed,1,74000,Marketing Manager,Excellent,Non-smoker,Term Life,300000,130.1,8/28/22
mostly60-6c24-4627-bbb2-ea0683ec6a49,Jack Peterson,65,Female,Single,0,52000,Graphic Designer,Good,Non-smoker,Term Life,150000,91.9,2/25/22
mostly77-01bc-43bd-a8e0-4a843df53143,Alice Wilson,41,Female,Married,0,94000,Operations Manager,Excellent,Non-smoker,Whole Life,250000,150.2,12/2/22
mostly67-a9f7-4c4a-9bbf-5e62ac40764a,Donna Powell,34,Male,Married,2,190000,Marketing Specialist,Good,Current smoker,Term Life,200000,92.2,4/29/22
mostly13-8f0a-4b98-b93b-ebf0321cd177,Susan Murphy,27,Female,Single,0,52000,Marketing Director,Excellent,Non-smoker,Term Life,100000,65.9,4/18/22
mostly59-66db-41a4-b275-5f548041bf80,George Davis,43,Female,Married,1,82000,Software Developer,Good,Non-smoker,Term Life,260000,90.8,11/2/22
mostlyb9-1ff2-4dec-a4be-40a155a77ea5,Dorothy Wright,39,Female,Single,0,58000,Teacher,Excellent,Non-smoker,Term Life,150000,50.3,6/4/22
mostly90-e817-4e36-9119-1175ac84d8b4,Patricia Roberts,26,Female,Married,0,72000,Teacher,Excellent,Non-smoker,Term Life,120000,40.6,4/7/22
mostly5f-5818-4308-8d34-2762da2a203a,Evelyn Young,27,Female,Single,0,48000,Graphic Designer,Excellent,Non-smoker,Term Life,150000,38,5/19/22
mostly2c-5816-4c6f-b63a-a89803ae0631,Andrew Gonzalez,32,Female,Divorced,0,54000,Marketing Specialist,Excellent,Non-smoker,Term Life,160000,38.4,3/25/22
mostly48-4b9f-42e9-955d-18a4a0f1fb67,Justin Rogers,44,Female,Single,0,62000,Sales Manager,Excellent,Non-smoker,Term Life,350000,52,4/18/22
mostly5f-6a7d-48a7-b4d0-b4508ea3aaa8,Mark Stewart,39,Male,Married,2,77000,Data Analyst,Excellent,Non-smoker,Universal Life,700000,487,12/7/22
mostly4c-3cda-463c-9db7-a329c220dacf,Richard Nguyen,36,Female,Married,3,102000,Sales Director,Fair,Non-smoker,Whole Life,520000,142.1,10/21/22
mostly29-9c88-4d11-a998-6c96d3c68cb1,Richard Jones,33,Female,Divorced,0,50000,Graphic Designer,Good,Non-smoker,Term Life,150000,62,1/11/22
mostlye4-f9a7-4d54-a208-389dd0a879af,Grace Parker,38,Female,Single,0,52000,Teacher,Excellent,Former smoker,Term Life,180000,90,9/16/22
mostly49-8c77-45c0-b482-1e9bd3e43c6b,Angela Lee,45,Female,Divorced,0,47000,Marketing Specialist,Good,Non-smoker,Term Life,180000,31.1,3/12/22
mostly79-411d-4c6f-a576-4786662c2ca0,Kathleen Diaz,31,Male,Single,3,42000,Data Analyst,Excellent,Non-smoker,Universal Life,100000,52.1,11/3/22
mostly59-cdf6-4ae7-9c51-e5605e8246d4,Thomas Mitchell,28,Female,Single,0,54000,Graphic Designer,Fair,Non-smoker,Term Life,200000,62.3,12/1/22
mostly46-59f6-4eb6-b818-d81c7a2b5487,Linda Lopez,41,Male,Married,1,68000,Operations Manager,Excellent,Non-smoker,Term Life,300000,120.5,3/28/22
mostly73-f4cb-419f-ae3a-ef36d73fc89a,Benjamin Harris,37,Male,Single,0,52000,HR Manager,Excellent,Non-smoker,Term Life,160000,59.2,5/1/22
mostly56-5075-4bc9-9761-e1e4b4545a5b,Brenda Ward,53,Male,Married,3,42000,Sales Manager,Good,Current smoker,Variable Life,300000,425.9,3/17/22
mostlya4-4c9e-4d52-a9a5-cf47152d605d,Jessica Williams,41,Female,Married,1,90000,School Principal,Good,Non-smoker,Term Life,550000,75.1,12/12/22
mostlyf4-5d4e-440d-b753-a1fb6a8c8370,Eric Sullivan,30,Female,Married,2,98000,Project Manager,Good,Non-smoker,Term Life,250000,45.7,3/14/22
mostly10-e4a2-4ea2-bab6-7436d9bb4b07,Julie Morris,63,Male,Widowed,1,88000,Software Developer,Fair,Former smoker,Whole Life,600000,118.9,12/2/22
mostly45-79e5-4b25-b195-ca164fa1b168,Benjamin Collins,51,Male,Married,3,92000,Electrical Engineer,Excellent,Former smoker,Whole Life,550000,188,2/16/22
mostly99-785a-4ea8-a3e4-86d1820e2d59,Stephen King,57,Male,Married,2,148000,Electrical Engineer,Good,Current smoker,Term Life,750000,473.6,2/19/22
mostly17-daa1-4673-8a1a-b9ef7ba8a095,Cynthia Walker,44,Male,Married,2,190000,Teacher,Good,Non-smoker,Universal Life,400000,237.3,10/26/22
mostlyf1-ad56-4090-a4d8-08eda24d474a,Brandon Rogers,54,Female,Married,3,52000,Architect,Excellent,Non-smoker,Whole Life,300000,311,11/7/22
mostly01-c58f-4ef9-8bc3-cd845282e691,Betty Turner,57,Male,Married,3,125000,Project Manager,Good,Current smoker,Universal Life,480000,321.1,7/15/22
mostly8e-fff1-4a4d-8a6e-8636e3dd34ad,Donna Gray,42,Male,Single,0,50000,Software Developer,Good,Former smoker,Term Life,150000,61.4,10/19/22
mostly8d-fa5a-4686-91ee-5c4078a17ac0,Amy Ramirez,34,Male,Widowed,1,66000,Research Assistant,Good,Non-smoker,Universal Life,420000,117.3,2/28/22
mostly1b-f670-4e7b-9fb1-e070c11a43ed,James Scott,26,Male,Single,0,52000,Civil Engineer,Fair,Former smoker,Term Life,200000,70.2,4/18/22
mostly95-a756-4b76-8684-336b1a544628,Richard Torres,39,Male,Married,3,42000,Teacher,Good,Current smoker,Universal Life,700000,317.5,8/19/22
mostlye5-0b75-4c9d-afee-dfe4d5d97e6a,Kathleen Murphy,45,Female,Married,1,76000,Software Engineer,Good,Non-smoker,Universal Life,300000,195.3,8/2/22
mostly5e-6fa2-4410-b24b-3da8e2218ff3,Emma Bailey,32,Female,Divorced,0,78000,Accountant,Excellent,Non-smoker,Term Life,250000,85.7,5/26/22
mostly19-34b6-4cfc-9295-116a434e65be,Sophia Nguyen,33,Female,Married,2,98000,Data Analyst,Good,Non-smoker,Universal Life,620000,143.7,11/14/22
mostly2f-1e43-42f1-bd83-d0bb5fff4181,Dorothy Morales,62,Female,Single,0,58000,School Principal,Fair,Non-smoker,Whole Life,1130000,187,3/29/22
mostly0a-d4bf-49bd-823c-a3b101ddffad,Laura Long,26,Male,Single,0,52000,Financial Analyst,Excellent,Non-smoker,Term Life,180000,55.3,4/15/22
mostly78-bef8-4698-98ff-62ab70349bd8,Alexander Butler,28,Male,Single,0,68000,Marketing Manager,Excellent,Non-smoker,Term Life,300000,85.5,9/2/22
mostly1f-f4f6-418c-8c10-262e373e5265,Anthony Jenkins,63,Female,Married,0,78000,Graphic Designer,Fair,Current smoker,Term Life,180000,62,4/12/22
mostlyd4-4a11-4e02-accf-4dd7e61a2bed,Catherine Jenkins,65,Male,Married,0,62000,Electrical Engineer,Excellent,Current smoker,Whole Life,600000,95.8,12/17/22
mostlya6-021a-43ea-b997-a4cd3af54818,Joyce Campbell,41,Male,Married,3,122000,Sales Manager,Excellent,Non-smoker,Term Life,300000,325.7,4/2/22
mostlyfb-0740-4540-98f0-79701d64e01b,Emily Mitchell,32,Female,Married,2,94000,Attorney,Excellent,Non-smoker,Term Life,150000,55.5,3/17/22
mostly09-e142-4d5d-bce1-a76776fda2dd,Catherine Collins,29,Female,Married,2,52000,Sales Manager,Excellent,Non-smoker,Whole Life,350000,487.2,3/15/22
mostly5d-7ee9-4ce7-8f3b-8866ca36c27d,Samantha Howard,29,Female,Single,0,52000,Content Creator,Fair,Current smoker,Term Life,150000,52.4,9/20/22
mostly2d-31d5-48a1-9220-608005527b4e,Kevin Campbell,64,Female,Married,0,78000,Graphic Designer,Fair,Former smoker,Whole Life,250000,269.1,7/15/22
mostly81-9706-4d8a-8cf7-a1f7724db8a5,Jessica Howard,38,Female,Married,0,74000,IT Manager,Excellent,Non-smoker,Term Life,200000,40.1,10/9/22
mostly71-3419-409e-8c84-639f8eadf9f8,Olivia Martinez,48,Female,Married,2,172000,Retired,Good,Non-smoker,Term Life,260000,112.8,7/12/22
mostly94-43fd-477d-bb8b-755ec360818d,Steven Fisher,27,Female,Married,2,42000,HR Manager,Excellent,Non-smoker,Whole Life,350000,45.6,1/11/22
mostlye3-aada-4f79-b444-4729eb60da83,Justin Torres,39,Male,Single,0,68000,Teacher,Good,Non-smoker,Term Life,100000,75.1,12/20/22
mostlyd4-bebf-48cf-9009-d69b94da9c6d,Pamela Thomas,58,Male,Single,0,42000,Marketing Manager,Excellent,Non-smoker,Term Life,100000,38.4,8/12/22
mostly67-3c24-4ac3-8407-0b7f7f2bafe4,Jennifer Hughes,39,Female,Divorced,0,98000,Marketing Manager,Excellent,Non-smoker,Term Life,250000,115.6,5/22/22
mostly37-6b7c-44f6-8b52-7833efab9762,Sarah Nelson,47,Female,Divorced,2,85000,Operations Manager,Excellent,Non-smoker,Whole Life,420000,89.8,8/19/22
mostlycf-77b4-4e7d-bb06-8146c5531849,Amanda Jenkins,58,Male,Married,3,189000,Graphic Designer,Good,Former smoker,Whole Life,700000,159,5/9/22
mostly9f-85fa-4a3a-9102-cacf12106017,George Kelly,39,Female,Married,0,51000,Content Creator,Good,Non-smoker,Whole Life,120000,51,4/10/22
mostlyab-8a64-4c6a-82af-db1300f9407d,Steven Reed,63,Female,Widowed,1,91000,Sales Director,Excellent,Non-smoker,Whole Life,900000,105.1,10/14/22
mostly27-f8f7-4e03-ae64-5f61da7d872f,Jennifer Kelly,50,Female,Single,0,54000,Senior Software Engineer,Good,Non-smoker,Term Life,100000,66.1,8/21/22
mostlyc4-7cd3-4bad-898f-92492e6837f7,Pamela Cooper,33,Female,Married,3,62000,Marketing Specialist,Excellent,Non-smoker,Term Life,250000,95.3,11/12/22
mostlyc3-a2fe-4a5f-b629-6df43e8f92cb,Anthony Walker,61,Male,Married,3,105000,Electrical Engineer,Fair,Former smoker,Whole Life,1000000,142.5,2/9/22
mostly15-4f09-4d1d-9d8f-2a7c8791c51d,Steven Gonzalez,34,Female,Married,1,76000,Operations Manager,Excellent,Non-smoker,Term Life,250000,194.6,1/10/22
mostly91-63fb-4b1c-a7ad-6da32854fa0c,Tyler Mitchell,50,Female,Married,2,64000,Project Manager,Excellent,Non-smoker,Whole Life,100000,230.3,9/27/22
mostlye5-b5de-4171-a70b-737feec6e195,Jerry Sullivan,51,Female,Married,2,190000,HR Specialist,Good,Current smoker,Term Life,500000,115.9,2/28/22
mostly5b-36ab-45fb-86cc-0f255e09861b,Andrew Sanchez,33,Female,Single,0,54000,Data Analyst,Excellent,Non-smoker,Term Life,180000,60.7,8/1/22
mostly48-4a17-41bc-a702-36f637e4a15d,Joyce Lee,41,Female,Divorced,2,76000,Electrical Engineer,Good,Non-smoker,Term Life,900000,188.2,7/21/22
mostly71-2388-4fa6-84e7-40d315209fd8,Larry Hughes,26,Female,Single,0,51000,Marketing Coordinator,Excellent,Non-smoker,Term Life,260000,65.1,3/7/22
mostlya9-3038-4159-88b7-70301eec0a63,Samantha Stewart,31,Female,Single,0,52000,Sales Manager,Excellent,Non-smoker,Term Life,200000,61.4,2/22/22
mostlyd7-8df8-4583-9eb2-ef7a09762a04,Frank Ward,65,Male,Married,3,50000,Graphic Designer,Fair,Former smoker,Term Life,180000,213.4,3/5/22
mostlyf4-6a75-4b81-95dc-141f51604fed,Susan Jones,26,Male,Married,1,64000,Software Developer,Excellent,Non-smoker,Term Life,200000,145.2,6/19/22
mostlydb-e54d-4fe3-817a-cea2654acc54,Sandra Cruz,26,Female,Single,0,51000,Data Analyst,Excellent,Non-smoker,Term Life,100000,38.4,1/25/22
mostly91-14ef-4e59-9fee-d1430218dbc6,Emily Ross,33,Male,Married,2,82000,Project Manager,Excellent,Non-smoker,Variable Life,900000,319.2,7/19/22
mostly67-29dd-45e5-9313-2052562c7d04,David Cook,31,Male,Single,0,54000,Software Engineer,Excellent,Non-smoker,Term Life,150000,58.6,3/3/22
mostly11-cb7e-49c3-a008-ce9dbb2c19b2,Dennis Torres,36,Female,Single,0,71000,Software Developer,Excellent,Non-smoker,Term Life,120000,38.2,11/29/22
mostly4a-4dc3-4c9f-a3f4-c011f68da768,Aaron Taylor,45,Female,Widowed,2,72000,Graphic Designer,Good,Non-smoker,Term Life,600000,126.5,3/29/22
mostly35-d95d-48b0-9bc6-8f3004226e05,Alexander Thomas,45,Male,Married,2,65000,Financial Analyst,Excellent,Non-smoker,Term Life,250000,88.7,9/19/22
mostly43-33d1-4e73-9f5f-989e70f4eff9,John Taylor,48,Female,Married,2,82000,Operations Manager,Good,Non-smoker,Whole Life,500000,321.6,2/21/22
mostlyba-a705-4c6b-add0-643bc6b5dd20,Christine Watson,50,Female,Married,3,165000,Operations Manager,Excellent,Non-smoker,Universal Life,1200000,151.7,2/25/22
mostly84-85b1-4989-8098-e808662c0f05,Stephen Wood,50,Female,Divorced,0,74000,HR Manager,Good,Non-smoker,Term Life,200000,61.9,3/25/22
mostly3b-920f-4526-8cb5-9f315dc75947,Larry Foster,29,Male,Married,3,52000,Software Developer,Good,Current smoker,Term Life,150000,60.9,2/13/22
mostly20-25c2-4872-9bc4-353d61e37904,Karen Jenkins,65,Male,Single,0,44000,Graphic Designer,Fair,Non-smoker,Term Life,120000,61.9,11/12/22
mostly6f-8c53-4175-890c-587c8b486ba3,Ryan Turner,38,Male,Married,2,88000,Sales Manager,Excellent,Non-smoker,Whole Life,200000,187.5,12/4/22
mostly5b-aa08-4d07-b34e-b84cd9f9637b,Grace Sullivan,42,Male,Married,0,68000,Nurse,Good,Former smoker,Universal Life,220000,693.8,3/23/22
mostly1a-cd65-486b-8f67-248c2dcbda86,Stephanie Campbell,54,Female,Married,2,162000,Retired,Good,Non-smoker,Term Life,800000,184.1,7/25/22
mostly12-6e28-4275-ac35-f38490b98fec,Nancy Perry,45,Female,Married,2,98000,Teacher,Good,Non-smoker,Whole Life,450000,421.7,7/9/22
mostly10-8a34-454e-b32f-52f17108f94d,James Sanders,47,Male,Divorced,2,95000,Software Engineer,Excellent,Non-smoker,Term Life,300000,89.1,1/12/22
mostly95-1a69-44eb-86a7-bc7c6e610074,Edward Lopez,58,Female,Married,2,92000,Architect,Fair,Former smoker,Term Life,350000,157.3,2/15/22
mostlyfa-2142-40c5-8acc-2073c15af50c,Cynthia Gutierrez,29,Female,Married,2,76000,Retired,Excellent,Non-smoker,Term Life,660000,110.2,5/7/22
mostly82-6710-4b6b-9059-2ec2755d8188,Raymond Price,58,Male,Married,2,125000,Electrical Engineer,Good,Non-smoker,Whole Life,900000,427.8,5/15/22
mostly7d-0a8a-4479-847f-dffd70cae34c,Adam Cox,60,Female,Single,0,48000,Nurse,Good,Non-smoker,Term Life,130000,52.6,12/18/22
mostlye2-c868-4ce1-aa8a-05ba16ae31b9,Richard Morgan,44,Female,Married,2,160000,Financial Analyst,Excellent,Non-smoker,Whole Life,500000,113.8,8/20/22
mostlydf-bcb8-4a5f-b972-552ca82dd0d0,Donald Mitchell,63,Female,Married,1,54000,Software Engineer,Excellent,Non-smoker,Term Life,100000,71,6/15/22
mostly6a-247f-4bcc-a40f-c124835c27d1,Larry Edwards,60,Male,Married,1,76000,Financial Analyst,Fair,Former smoker,Term Life,700000,520.6,7/9/22
mostlyf3-1844-4296-b43f-2ea7ce1e6096,Susan Reyes,44,Female,Married,3,144000,Marketing Manager,Excellent,Non-smoker,Whole Life,200000,114,12/14/22
mostlyc4-8973-467d-bf77-a82221e5fdf4,Sharon Brown,29,Female,Single,0,52000,Graphic Designer,Excellent,Non-smoker,Term Life,120000,56.1,6/7/22
mostly3d-7370-4b68-a972-490008f0afa4,Ryan Morales,49,Female,Divorced,2,97000,Civil Engineer,Good,Non-smoker,Universal Life,620000,218.9,5/25/22
mostlyb0-1280-454b-91e4-7faeb8545f02,James Phillips,58,Male,Married,3,120000,Sales Manager,Good,Former smoker,Whole Life,500000,214.6,7/28/22
mostlyf4-65f4-44e1-89be-105a7b172a27,Steven Adams,58,Female,Married,2,125000,Software Engineer,Excellent,Former smoker,Universal Life,950000,326.7,8/3/22
mostlyb6-f003-49eb-a1ae-cd8159fe3aef,Larry Collins,26,Female,Single,0,52000,Data Analyst,Excellent,Non-smoker,Term Life,100000,59.2,4/9/22
mostly44-b6b7-474f-8c0f-94ebb4ab8a83,Jason Parker,36,Male,Married,2,98000,HR Specialist,Excellent,Non-smoker,Variable Life,320000,108.1,9/15/22
mostly26-818c-4437-9dde-2d67b988e9f0,Janet Moore,48,Male,Widowed,1,72000,Data Analyst,Good,Non-smoker,Universal Life,400000,120.6,6/29/22
mostly29-c63b-4fe0-bd24-ab5ef462bd14,Edward Flores,49,Male,Married,1,88000,Project Manager,Fair,Former smoker,Universal Life,300000,243,2/28/22
mostly00-e1b8-4eee-90b5-7152b814a1fc,Heather Jackson,31,Male,Married,0,98000,Sales Manager,Excellent,Non-smoker,Term Life,120000,89.8,1/10/22
mostlyc0-eeab-4bbc-b99d-a806e8d67359,Gary Jones,38,Female,Married,2,47000,Graphic Designer,Excellent,Non-smoker,Universal Life,1120000,24,12/12/22
mostly46-c488-481f-9cfa-4b6701aa47ca,Christina Torres,58,Female,Married,2,190000,Operations Manager,Good,Non-smoker,Universal Life,520000,575.6,9/25/22
mostly1d-6ef1-4dcc-bfb1-68fdca5d51cd,Mark Harris,58,Female,Married,3,110000,Sales Director,Excellent,Non-smoker,Universal Life,700000,586.1,6/27/22
mostly11-5fa6-4cbe-8bb4-0b3d35dc20f4,Carol Collins,26,Female,Single,0,48000,Marketing Specialist,Excellent,Non-smoker,Term Life,250000,72.4,8/23/22
mostly5c-15fe-473b-b8dc-fa17b086dde1,Robert Stewart,34,Female,Married,2,86000,Operations Manager,Good,Non-smoker,Whole Life,500000,403.6,3/7/22
mostly78-02e4-443e-b2b0-e4ffad2a68f6,Kelly Martin,63,Female,Married,1,52000,School Counselor,Excellent,Non-smoker,Universal Life,120000,24.6,11/4/22
mostly4f-d8d1-4be0-a35a-89848ebb924b,Samuel Scott,65,Male,Married,2,120000,Logistics Coordinator,Fair,Former smoker,Universal Life,450000,427.2,7/16/22
mostly40-a8e7-4bca-8a87-b78cafbd6cf5,Henry Harris,48,Male,Married,0,120000,Electrical Engineer,Excellent,Former smoker,Universal Life,400000,265.5,11/3/22
mostly04-0de7-4e14-8093-225c370045d3,Rachel Williams,34,Male,Single,0,72000,Marketing Coordinator,Good,Non-smoker,Term Life,100000,25,2/4/22
mostlyd8-ec6f-4e5f-83d4-2caaa14b9fa6,Victoria Morgan,43,Male,Divorced,1,72000,Project Manager,Excellent,Non-smoker,Whole Life,500000,114.8,11/9/22
mostly8a-2b0a-4ae2-9c51-a8b2dcf03fb6,Gary Phillips,58,Male,Divorced,2,150000,Software Engineer,Fair,Former smoker,Universal Life,500000,128.2,2/5/22
mostly31-3114-4ee6-929e-bfb05e42115a,Sarah Sanders,33,Female,Married,2,190000,HR Specialist,Good,Non-smoker,Whole Life,420000,131.8,4/10/22
mostlyce-877f-4a9d-b2aa-3b13fb8e5f55,Jessica Sanders,29,Male,Single,0,56000,Sales Manager,Good,Former smoker,Term Life,200000,67.7,9/2/22
mostlyc3-4cc7-4ce9-858c-e10c594d9de5,Ryan Howard,64,Female,Married,1,72000,Financial Analyst,Excellent,Non-smoker,Term Life,300000,137.3,12/20/22
mostly3f-e273-4365-832e-a9664e006d5a,Austin Clark,26,Female,Single,0,48000,Content Creator,Excellent,Non-smoker,Term Life,150000,72.2,6/1/22
mostly0e-4a14-433f-b43e-430a33e11d64,Donna Scott,48,Female,Married,0,88000,HR Manager,Good,Non-smoker,Term Life,250000,120.3,5/21/22
mostly36-0564-4c98-9329-09ff9336b637,Matthew Diaz,58,Female,Married,3,120000,Sales Director,Excellent,Former smoker,Universal Life,1200000,321.8,1/10/22
mostly64-6e11-4f04-b9c2-23b6c595a0b2,Thomas Hughes,28,Female,Married,2,108000,Project Manager,Excellent,Non-smoker,Universal Life,650000,325.5,3/22/22
mostly17-140c-43f6-93ff-8c6b63acd5fc,Sophia Martinez,26,Female,Single,0,62000,Operations Manager,Good,Non-smoker,Term Life,150000,70,5/22/22
mostly90-0c9d-41ad-8296-0c96b76d6a2b,Ethan Reed,47,Male,Widowed,0,142000,Operations Manager,Excellent,Non-smoker,Term Life,300000,114.6,3/12/22
mostly47-ff41-4b41-9bbd-66dddee566f4,Dennis Green,39,Female,Single,0,54000,Teacher,Excellent,Non-smoker,Term Life,100000,71.4,7/23/22
mostlya9-1222-48f2-a2a7-8222107557c9,Justin Ward,51,Female,Married,2,72000,Teacher,Excellent,Non-smoker,Term Life,300000,110.4,4/19/22
mostly3f-b592-42da-876a-be5de8da22b9,Margaret Hall,29,Male,Married,1,52000,HR Specialist,Fair,Former smoker,Whole Life,160000,38,9/19/22
mostlydc-a20a-414d-bf1d-d41ab847c465,Paul Gonzalez,60,Female,Single,0,54000,Retired,Fair,Former smoker,Term Life,150000,75,2/18/22
mostlyb5-69a7-43d2-a13f-94cfafe26d5b,Olivia Bailey,41,Male,Single,0,65000,Project Manager,Good,Non-smoker,Term Life,100000,88.5,7/18/22
mostly40-f9ab-4f23-be64-9fd3354a31cf,Gary Brooks,50,Female,Divorced,3,110000,Data Analyst,Excellent,Non-smoker,Term Life,400000,567,7/14/22
mostlyaf-31b6-41b4-9737-c2f19db94fba,Karen Green,33,Male,Married,2,97000,Marketing Manager,Excellent,Non-smoker,Term Life,210000,114.3,11/8/22
mostlye4-3202-4ea0-9865-2f21b487992e,Pamela Rogers,34,Female,Married,0,74000,Marketing Manager,Good,Non-smoker,Term Life,180000,61.2,10/7/22
mostlyaa-be74-4007-a0eb-71977474e629,Janet Garcia,45,Male,Married,2,158000,Project Manager,Fair,Former smoker,Whole Life,700000,269.7,5/1/22
mostly80-ca7f-45ad-a8e0-1b10f12ba176,Henry Baker,32,Male,Single,0,54000,IT Manager,Good,Non-smoker,Term Life,180000,60.3,12/20/22
mostly3e-6394-4256-b4de-3e98db2da5bf,Ronald Carter,58,Female,Married,2,120000,Project Manager,Good,Non-smoker,Variable Life,580000,125.8,8/25/22
mostly6e-6bd8-4fcb-8bc2-bbf1f121b62c,Olivia Brown,53,Female,Widowed,2,72000,Marketing Director,Excellent,Non-smoker,Universal Life,700000,304.3,6/21/22
mostlyc6-3258-48c4-afde-8b78375f495e,Adam Jackson,65,Male,Married,0,51000,Graphic Designer,Good,Current smoker,Term Life,100000,45.7,2/1/22
mostly56-b73e-4c6b-a8b7-815ebd24b89c,Pamela Kelly,31,Female,Single,0,64000,Nurse,Good,Non-smoker,Term Life,120000,68.3,3/29/22
mostly21-e9c2-4a0d-83b3-5ef1077d92ce,Carol Anderson,48,Female,Single,0,48000,Marketing Manager,Excellent,Non-smoker,Term Life,260000,61.4,3/15/22
mostly50-e141-4b00-b77b-75fa246ecbf5,Cynthia Hill,65,Male,Divorced,0,144000,Mechanical Engineer,Fair,Former smoker,Whole Life,800000,428.7,12/2/22
mostly79-d853-4965-8609-15c851610fd8,Kathleen Bailey,41,Male,Married,2,90000,Logistics Coordinator,Good,Non-smoker,Whole Life,650000,136.7,7/29/22
mostly4b-3dba-42b8-95f9-d411c19911e5,Kelly White,62,Male,Widowed,0,175000,Teacher,Fair,Former smoker,Term Life,180000,59.4,9/2/22
mostly72-4fcc-4d58-95ff-94d67a1ea6b6,Katherine Rivera,42,Female,Single,0,64000,Research Assistant,Excellent,Non-smoker,Term Life,200000,69.9,3/1/22
mostlybb-0bac-4fa2-ac31-0e88f1ff3428,Alice Barnes,28,Male,Single,0,54000,Graphic Designer,Excellent,Non-smoker,Term Life,130000,45.2,12/19/22
mostlyf8-4c8c-402b-8e28-8c595c018fd7,Timothy Wood,59,Female,Divorced,1,78000,Operations Manager,Fair,Former smoker,Term Life,300000,96.5,8/7/22
mostly81-93a1-4620-bbff-c9a41ecca135,Eric Sanchez,31,Female,Married,0,98000,Operations Manager,Good,Non-smoker,Term Life,130000,55.5,7/21/22
mostly66-1abe-43a3-9ef4-8b9fed08e2bd,Joseph Rivera,26,Male,Single,0,64000,Marketing Specialist,Good,Non-smoker,Term Life,100000,25.5,3/19/22
mostlyb7-62ea-448d-9276-fc1bfb81f3c3,Maria Allen,26,Male,Married,2,50000,Sales Manager,Good,Former smoker,Whole Life,400000,510,8/2/22
mostlyee-5b2c-41a1-884f-a5de26eea55f,Helen Cook,32,Male,Single,0,88000,Software Engineer,Excellent,Non-smoker,Term Life,250000,73.3,3/7/22
mostlyef-2bc7-4be6-9665-65f59f35fccf,Edward Morgan,51,Female,Married,2,190000,Mechanical Engineer,Good,Non-smoker,Universal Life,350000,516.7,10/21/22
mostlyf1-3007-47fc-be48-7349c5acf977,Dorothy Ward,48,Male,Married,1,76000,Sales Manager,Good,Non-smoker,Term Life,300000,263.9,3/7/22
mostlyba-2e1b-484f-81e1-04ba8c2362f5,Jason Sanchez,29,Male,Married,2,98000,Sales Director,Fair,Current smoker,Term Life,150000,65.7,6/4/22
mostly56-b683-4d37-8cb2-443639555caf,Julie Coleman,50,Female,Married,2,42000,Research Assistant,Fair,Former smoker,Whole Life,700000,322.1,11/28/22
mostlye1-2ad0-4afb-b5b6-32595df00504,Edward Watson,31,Female,Single,0,82000,Graphic Designer,Good,Non-smoker,Term Life,150000,65.6,4/14/22
mostlyc6-56da-4a8c-b464-511902f7c1d2,Andrew King,26,Female,Single,0,54000,Mechanical Engineer,Excellent,Non-smoker,Term Life,180000,70.6,2/16/22
mostly6a-4cf6-4b9b-983a-80c50d2ceca9,Jacob Reed,26,Female,Married,0,54000,Attorney,Excellent,Non-smoker,Term Life,150000,52.8,2/14/22
mostly42-3881-4431-a4b3-04836c35808e,Dorothy Wright,48,Male,Single,0,68000,Sales Manager,Excellent,Non-smoker,Term Life,200000,40.6,6/2/22
mostly76-7255-48ae-ab3d-558a23d187d7,Kimberly Roberts,44,Female,Married,1,72000,Mechanical Engineer,Good,Non-smoker,Term Life,200000,72.1,3/3/22
mostlyfe-4a4b-44e5-973d-c11d5c54a187,Laura Morris,37,Female,Married,2,76000,Customer Support,Excellent,Non-smoker,Universal Life,620000,421.5,10/30/22
mostly2f-9eee-4463-a9f5-11677dbeba23,Frank Stewart,47,Female,Married,2,145000,Project Manager,Excellent,Non-smoker,Term Life,200000,91,4/25/22
mostlya9-155e-4895-825e-1c49b03be6cd,Shirley Russell,34,Female,Married,1,98000,Marketing Manager,Excellent,Non-smoker,Term Life,250000,110.5,10/22/22
mostly7a-8c74-4aed-ad9e-0b517cc0840f,Ethan Ramirez,26,Male,Married,2,98000,Marketing Manager,Excellent,Non-smoker,Term Life,650000,161.4,3/19/22
mostly77-45ad-402e-818e-778566093d94,Sandra Garcia,54,Male,Married,3,180000,Financial Analyst,Good,Non-smoker,Term Life,700000,190.5,8/2/22
mostly9f-1e5d-49e9-952d-6edf7e76329a,Timothy Edwards,36,Female,Married,2,76000,IT Manager,Excellent,Non-smoker,Term Life,350000,180.4,5/20/22
mostlydb-1b94-48d6-ab35-b9139e2122b5,Jerry King,55,Female,Married,3,152000,HR Manager,Good,Non-smoker,Term Life,200000,103.7,10/14/22
