customer_id,name,age,gender,marital_status,number_of_dependents,annual_income,occupation,health_status,smoking_status,policy_type,coverage_amount,monthly_premium,policy_start_date
mostly60-eeae-4419-978e-2a253d819c11,Mimi Lien,55,Male,Single,0,56000,Daell yncig,Good,Non-smoker,Term Life,200000,70.0,2022-12-02
mostlyb6-508a-4c2d-b7d6-d027d3f7f40f,Danjel Rlaek,40,Male,Married,1,88000,Seocarical Engineer,Good,Former smoker,Whole Life,650000,260.3,2022-02-28
mostly8f-9ebf-4eb7-bc19-a7de478fc636,Isabellm luin,58,Female,Married,1,105000,Dcta Analytt,Good,Non-smoker,Universal Life,400000,144.1,2022-06-21
mostlye9-a2a3-4a30-94f3-8d7c3361702f,Dadi Wileo,29,Female,Divorced,2,88000,SoftwaresEngine r,Good,Former smoker,Whole Life,750000,423.3,2022-02-20
mostly35-ad24-4369-8a70-562bec48d4d0,Mophia Nguysn,29,Female,Married,0,76000,HR oetngiDe,Excellent,Non-smoker,Whole Life,250000,90.9,2022-02-14
mostly40-3c1d-4942-97b8-fd519e3144b4,James Ritsor,53,Male,Married,2,150000,Senier  oggeret,Good,Current smoker,Whole Life,1200000,421.0,2022-01-28
mostly3c-51a3-4ec2-8e56-a7b50b8ebd38,Hanjanoongher,60,Female,Married,2,96000,Tenior ynttneerl,Fair,Current smoker,Variable Life,250000,541.3,2022-08-14
mostly0c-22d3-4b7e-9e38-6d5f8f71c7a4,SamnJ suo,54,Male,Married,3,152000,Malketing Manager,Excellent,Non-smoker,Term Life,700000,118.4,2022-07-02
mostlyef-aad3-4f63-86b8-4367bc0ef60d,Ava neogngh,31,Female,Married,2,190000,raphic Designer,Excellent,Non-smoker,Term Life,120000,40.5,2022-12-20
mostlyb1-ae06-4706-9480-fc0e0e0160b3,James Sirch,48,Male,Married,2,102000,Hechanical Engineer,Good,Current smoker,Whole Life,600000,347.3,2022-02-22
mostly17-0c51-4a33-8210-665f4b506d31,Ella Wilsen,45,Male,Divorced,0,54000,Sales Malager,Good,Non-smoker,Term Life,200000,69.9,2022-04-02
mostly3b-37aa-4a6f-87ff-8f944416e44b,Aia odsi,40,Female,Married,3,98000,BchoolsCounselor,Good,Non-smoker,Term Life,200000,105.7,2022-02-25
mostly16-22d7-44f8-ae7c-adca9b8aaca5,Mi a Canare,28,Female,Single,0,51000,Graphic Designer,Excellent,Non-smoker,Term Life,120000,52.5,2022-04-11
mostlyc4-e39d-437e-9c98-a6beb3703520,Mia Theesoo,39,Female,Single,0,78000,Marketing Soocdinator,Excellent,Non-smoker,Term Life,150000,40.2,2022-10-27
mostly0c-bced-4b69-b9a9-d165092c1a50,Lucas Lesn,48,Male,Married,3,190000,Senior Aofgrr niner,Fair,Current smoker,Whole Life,350000,323.0,2022-11-16
mostly55-6554-470e-95b6-c4d47e858120,Daniel Parel,58,Female,Married,2,110000,Teacher,Excellent,Non-smoker,Universal Life,1000000,690.2,2022-09-15
mostly31-8cf8-43e2-a395-c81ff21bd92f,Liam liea,41,Female,Married,2,88000,Project Manager,Excellent,Non-smoker,Whole Life,600000,120.5,2022-05-30
mostly9b-2ca4-443d-b8a7-5a6eee89146b,Emma orciye,52,Female,Divorced,0,98000,HclesADanagir,Good,Non-smoker,Variable Life,100000,85.1,2022-04-14
mostlyf0-e1eb-439a-a9f8-dc9508abbb17,Noah Williams,30,Male,Married,1,64000,Op aatoet ire,Good,Former smoker,Whole Life,560000,96.8,2022-02-28
mostly50-00ab-4015-825f-2f73459c1d44,Isabella hiten,27,Female,Single,0,51000,Marketing Cpordtntr,Good,Non-smoker,Term Life,120000,65.5,2022-11-03
mostly25-4661-4004-99c0-6d9b6d120f29,Oliv r Cciaer,33,Male,Widowed,1,76000,Graphic Designer,Good,Non-smoker,Universal Life,260000,95.2,2022-08-26
mostly10-e8a3-4e71-b940-fd9251848c35,Ava Johnson,37,Female,Married,1,78000,SauawArasoncileer,Excellent,Non-smoker,Term Life,200000,61.2,2022-10-07
mostly29-8f3a-462e-bde6-c343d00bdfec,ElloePihsel,38,Female,Widowed,0,78000,Leaphec Digner,Excellent,Non-smoker,Term Life,100000,120.2,2022-05-07
mostlyd7-859b-4202-b37f-b19699dcdda0,Chles Khvion,27,Female,Single,0,42000,Mofcwers,Good,Non-smoker,Term Life,150000,38.2,2022-10-02
mostly1e-d1b7-4785-951c-be6218a06470,Luaa Poona,52,Male,Married,3,98000,Financial Analystt,Excellent,Non-smoker,Term Life,720000,318.9,2022-05-02
mostly11-a9bb-4b6b-b0c9-e47a760cd665,Hoah Phena,51,Female,Divorced,1,57000,Graphic Designer,Fair,Current smoker,Universal Life,120000,40.9,2022-06-08
mostly08-8d42-45f3-886a-cc01432afa40,Ethan Grrihez,39,Female,Single,0,52000,Sales Director,Good,Non-smoker,Term Life,150000,120.8,2022-03-16
mostly81-7f51-430c-9613-dba8cc0ae898,Sophie ivgo,29,Male,Single,0,42000,Graphic Designer,Excellent,Non-smoker,Term Life,120000,44.7,2022-02-09
mostlyae-71ed-4edc-9816-8aa339bbcc31,Ethan Tlown,30,Male,Single,0,60000,DaeaaAians Manager,Good,Former smoker,Universal Life,700000,266.5,2022-12-20
mostlyc2-6fb7-4863-a05c-68a8e11d5c2c,Emcan Matel,29,Male,Single,0,78000,Marketing Speecao,Excellent,Non-smoker,Term Life,200000,90.3,2022-04-07
mostlyc6-b80d-434c-b235-5def90044527,Grace Lew,45,Male,Single,0,42000,Djorec Aipiart,Fair,Non-smoker,Term Life,100000,60.5,2022-04-27
mostly9d-d80c-4aba-94d4-a1dbff70bf21,Vsabella gm,34,Female,Married,2,145000,Btles Director,Excellent,Non-smoker,Whole Life,820000,188.2,2022-07-01
mostly6e-a8af-4326-9f6b-5a988ffa8526,Chloe Garcia,58,Female,Divorced,2,98000,Project Manager,Good,Non-smoker,Whole Life,520000,686.9,2022-02-26
mostly39-7517-4a84-a2e2-8e768a5861cb,Dania  Cie,33,Male,Single,0,52000,Dontent teategist,Excellent,Non-smoker,Term Life,150000,65.7,2022-03-19
mostlyf8-5faa-411d-b6fc-62690b61a95f,Mva hlta,41,Female,Divorced,1,72000,Operations Manlger,Good,Non-smoker,Term Life,300000,112.4,2022-04-09
mostlyc0-61fa-485e-9fed-7fb52f0eb8ee,Sophia Bain,53,Female,Divorced,0,48000,Marketing Doordinator,Excellent,Non-smoker,Term Life,150000,55.8,2022-02-28
mostlye6-75d2-4cdc-9d11-a87df1cb20bd,Daniel  oiter,41,Female,Married,3,102000,Sales Directo,Excellent,Non-smoker,Whole Life,600000,442.6,2022-05-19
mostly7c-f5bc-4c95-882c-10257f566fcc,Grace Moslh,38,Female,Married,3,99000,Sarketing Director,Excellent,Non-smoker,Term Life,500000,519.7,2022-09-18
mostly05-aeac-4c1c-99cf-6684c1a60bd9,Liam Ceel,55,Female,Married,1,98000,PresCnnciag,Good,Non-smoker,Term Life,380000,112.2,2022-05-03
mostly17-a5f6-415a-ac16-27bb827df875,MiroelaBher,26,Female,Single,0,47000,Marketing Coordinator,Excellent,Non-smoker,Term Life,150000,61.1,2022-06-28
mostlyfd-9ab5-4a55-83fe-15f79ccee967,Noah asia,63,Female,Married,1,78000,Regired,Fair,Non-smoker,Whole Life,500000,73.2,2022-02-03
mostlyc6-9167-41fb-9e4c-240bdf6cbe53,Elha hnrosnn,34,Male,Married,2,94000,Ierations Manager,Good,Former smoker,Universal Life,400000,213.5,2022-07-09
mostly64-ed3b-4214-acc3-096ad8260e54,Olivia Brkgi,52,Female,Married,2,125000,Mechtntyn as sttar,Good,Non-smoker,Whole Life,450000,151.0,2022-07-12
mostlyf0-8784-4619-9331-8b05afb81ce4,Ella CTrokn,57,Female,Single,0,53000,Heattcare iiminitra,Good,Non-smoker,Term Life,120000,60.8,2022-02-11
mostly96-5318-4069-92c6-bf7310dec72c,Dunall igrko,53,Male,Married,2,60000,Bonmnlicn onrs,Excellent,Non-smoker,Universal Life,500000,669.2,2022-05-09
mostlya6-3a70-44c6-b37f-c1a170ffab76,Ethan Brown,36,Male,Married,2,94000,HReeations Manager,Good,Non-smoker,Universal Life,800000,242.0,2022-11-03
mostly06-b7a4-4ec3-b887-ca079321b841,Hsabelli rrtn,42,Female,Divorced,2,120000,Mtclrical,Excellent,Non-smoker,Term Life,700000,236.4,2022-10-14
mostly8a-7b15-49f5-9850-dd58ea753d51,Oshan Brow,54,Male,Single,2,74000,Neacher,Good,Non-smoker,Term Life,100000,61.6,2022-05-21
mostly7e-c6f7-4583-b9b7-80e1144df55e,Pthan Patel,42,Male,Married,0,52000,Graisirsisigne,Good,Former smoker,Whole Life,500000,318.3,2022-03-04
mostlydb-5922-4bce-ae35-999be380ae52,mmmelatilr,38,Female,Married,3,98000,School Couacepal,Excellent,Non-smoker,Universal Life,650000,580.0,2022-05-04
mostly53-88ea-4307-848f-868bc20c9e32,Chrs Patel,59,Male,Married,3,122000,Soles Marager,Good,Non-smoker,Term Life,800000,114.7,2022-11-30
mostly79-8a72-4576-b2c7-1501e8649d97,Dora hCignet,27,Female,Married,2,52000,Scfool Principal,Excellent,Non-smoker,Term Life,250000,52.0,2022-02-19
mostlya3-3433-4309-9f7b-1befd35b5c83,Daniel Carkir,38,Male,Married,2,78000,Marketing Doordinator,Good,Former smoker,Term Life,300000,140.8,2022-03-19
mostlyf2-d70a-40e9-a392-ae116aa7f552,sace hwnson,55,Female,Married,2,190000,Financial Analyst,Good,Non-smoker,Term Life,800000,230.9,2022-05-28
mostly3b-4bbc-4799-8edc-2ea5d65a54b7,Blivia P oon,65,Female,Married,2,175000,SRfol Coincepae,Fair,Non-smoker,Whole Life,350000,91.0,2022-02-27
mostly70-e017-4bf3-9d33-26639c666a0d,Isabella artin,42,Female,Married,2,125000,Pujo ooia,Good,Non-smoker,Universal Life,200000,130.1,2022-10-07
mostlyd5-59cf-42ec-ac9b-a59879114049,Aucas imel,31,Female,Married,2,98000,Marketing Manager,Good,Non-smoker,Universal Life,500000,226.9,2022-03-04
mostlyf6-496b-422b-b499-ba0eee536ff7,Saa Johnson,27,Female,Married,1,81000,Hsa merlSuppor,Good,Non-smoker,Term Life,150000,38.4,2022-07-22
mostly2f-8ea8-4aaf-9be4-afbe4bf3cd70,Daniel Kim,58,Male,Married,2,130000,Solis Dynager,Good,Former smoker,Whole Life,900000,328.5,2022-01-30
mostly39-d2b3-4a02-afd1-6c31d58c5359,Hicjele ern,31,Male,Married,2,76000,Shio ouitir,Excellent,Non-smoker,Term Life,150000,69.7,2022-05-18
mostly69-30c3-4800-8f6b-67b960b6a3cd,Panall Smith,32,Male,Married,3,98000,Sales anager,Fair,Former smoker,Variable Life,300000,321.5,2022-03-03
mostly08-5b6e-476e-96d7-2879a3cc8549,Avr  Knaoo,29,Female,Single,0,54000,Teacher,Excellent,Non-smoker,Term Life,180000,78.0,2022-10-11
mostly8c-9b68-43a3-baef-2bd623f72ee4,Jvabel  eh,45,Female,Divorced,3,159000,Murseu,Good,Non-smoker,Term Life,300000,110.1,2022-06-27
mostlyff-8e59-480b-9f00-38dbb954afee,Licys ghsht,51,Female,Married,3,110000,PT er,Good,Non-smoker,Universal Life,700000,143.3,2022-10-26
mostly58-3fc3-49ed-9ba3-7989a581ec8b,Moa ahConn,45,Female,Married,1,54000,HR  lecsEi,Excellent,Non-smoker,Whole Life,180000,91.4,2022-12-01
mostly02-76a4-471a-b8ba-29464a01b883,Olivia Chen,47,Female,Married,2,190000,Pcaemr,Excellent,Non-smoker,Universal Life,700000,525.9,2022-04-20
mostly71-50d3-4bc2-bfa2-08b669d8b27e,Isabella im,48,Female,Married,2,125000,Numsne,Excellent,Non-smoker,Whole Life,820000,262.5,2022-10-20
mostly8c-b21b-4ad4-b857-5367fff9f183,onvyl Cmrte,48,Male,Divorced,2,50000,ARchintaaa,Fair,Former smoker,Universal Life,430000,159.3,2022-02-28
mostlye5-470e-43d4-9b23-b21c734a98f2,Eel drosn,56,Male,Divorced,2,42000,HR Managee,Good,Non-smoker,Variable Life,100000,61.3,2022-04-02
mostly66-caa5-4d70-8cc1-e2237f5b6763,Elma oss,34,Female,Single,0,54000,Graphic Designer,Good,Non-smoker,Term Life,100000,55.1,2022-05-28
mostlyd0-f58b-4a27-bc9f-0aa26a0f6e5c,Mirih i,55,Male,Widowed,1,75000,Retired Engieer,Excellent,Non-smoker,Universal Life,100000,242.1,2022-12-04
mostly6c-c570-4130-8d6e-936c5818d2b5,Noah ii,56,Female,Married,3,42000,Sales  inector,Excellent,Non-smoker,Whole Life,900000,594.7,2022-05-02
mostlye2-a828-4b93-b6cd-873ec8fbed4f,Daniel Rartir,65,Male,Married,2,120000,SaleoaDirector,Fair,Former smoker,Universal Life,600000,324.3,2022-09-22
mostly32-3f52-4f5d-8b59-bb5305f5cf9c,Grace Lei,49,Female,Divorced,1,72000,Aatketcng Siecialist,Excellent,Non-smoker,Term Life,260000,96.9,2022-05-02
mostlydc-7304-4a83-840a-a0b509700b26,Mia ahsne,27,Female,Single,0,48000,Sales MaEagir,Excellent,Non-smoker,Term Life,100000,58.7,2022-04-26
mostly61-db40-4ad6-95b9-67a0a8b288ed,Daniel Pater,28,Male,Married,3,148000,Mromect Manager,Excellent,Non-smoker,Term Life,250000,120.2,2022-03-15
mostlye2-724d-4635-9d8d-af862856f727,Chloe Gallsk,60,Female,Married,0,76000,Eraphic Designer,Good,Former smoker,Variable Life,260000,92.2,2022-11-29
mostly4d-580c-4327-980d-337e09c88982,Olivia Smith,58,Female,Widowed,0,90000,Content Crector,Good,Non-smoker,Term Life,130000,48.9,2022-09-14
mostlyf2-5a66-40f8-bda5-2ddd97fd2cab,Emma artire,31,Female,Married,1,66000,DctaiAnany,Good,Non-smoker,Term Life,260000,96.9,2022-04-28
mostlyce-e246-4b27-b3d4-2b538376b81c,Ethan Patci,33,Male,Single,0,42000,Ieaeea,Excellent,Non-smoker,Term Life,180000,95.9,2022-10-03
mostly93-88a6-4042-a712-e12b59c12f72,Aie atin,48,Female,Married,2,125000,Finanrial Analyst,Excellent,Non-smoker,Whole Life,400000,88.7,2022-07-14
mostly55-5f79-4885-8e38-802630236b4f,Grace Patte,56,Male,Single,0,42000,Grnphiicg siiad nt,Excellent,Non-smoker,Term Life,100000,62.0,2022-12-20
mostly7f-f7c1-496b-88d4-7719925eb9ee,Hanry Wmlter,50,Male,Married,1,78000,Laerreaiain,Good,Non-smoker,Term Life,350000,72.2,2022-02-26
mostly7d-3567-44f7-8f6b-970cca682af3,Jecry Wiunl,53,Female,Married,1,70000,Project Manager,Good,Non-smoker,Universal Life,500000,315.2,2022-09-19
mostlyb1-2d38-49ee-bb95-bbc9dfe0956f,Grace Lm,35,Female,Married,2,140000,Araphic Designer,Excellent,Non-smoker,Universal Life,700000,85.2,2022-11-12
mostly5f-dbe1-4799-9407-205da6ce72b0,Henry Lotn,65,Male,Widowed,1,180000,Retired,Good,Non-smoker,Universal Life,900000,286.0,2022-09-22
mostly68-a04f-4e8a-96e2-236ee292d35a,Soh Cohns,58,Male,Married,2,188000,Sales Director,Fair,Current smoker,Whole Life,520000,135.7,2022-07-21
mostlyd4-6d54-4db3-9259-91213e2db9e2,Dala Wile,55,Female,Married,3,120000,Project Manager,Fair,Former smoker,Universal Life,350000,184.4,2022-05-18
mostlybe-43c8-4542-9de5-e9014064af8b,lha Wilthl,39,Male,Single,0,52000,Dak ArnginMecga,Fair,Current smoker,Term Life,170000,72.0,2022-04-18
mostlye3-c796-45a9-99dd-6b6f1a2a40cb,Ava aoin,41,Female,Married,1,66000,Electrica cniian,Good,Non-smoker,Universal Life,600000,263.1,2022-07-17
mostly26-d563-4e4f-9f2e-36a6b8edb904,Grice Tgrmson,44,Female,Married,2,190000,Mechintarl Etinler,Good,Non-smoker,Universal Life,550000,78.0,2022-08-19
mostly3d-d8b2-47e2-a42a-9e77cd77b3c2,Emmen Gertin,26,Female,Married,2,52000,Cussomer Supporte,Good,Non-smoker,Term Life,280000,110.9,2022-02-01
mostlyea-0db3-4494-9e13-2a1541846042,Mia lohms,62,Female,Married,3,135000,Lauketing Specialist,Good,Non-smoker,Term Life,700000,59.3,2022-11-07
mostlya1-a4cd-4abe-825c-c85688f9aef2,James Carsor,54,Male,Married,2,135000,Attorney,Excellent,Non-smoker,Whole Life,400000,568.1,2022-08-02
mostlyfc-2c1c-491c-a81c-eaf1ce3175ec,Gra ein,45,Female,Married,3,161000,Sales airector,Excellent,Non-smoker,Whole Life,420000,652.1,2022-01-30
mostly06-5f89-41c1-b350-1fc248162dec,Chloe Patll,37,Female,Single,0,59000,Colttnr,Good,Non-smoker,Term Life,150000,38.4,2022-11-20
mostly1b-ec8a-4206-aea6-e0b0d861e520,Slicia harsin,32,Female,Married,2,97000,Project Maaager,Excellent,Non-smoker,Term Life,600000,216.8,2022-08-31
mostlyb1-eee2-4dcb-bc8b-49dd13c51cb6,Emma Gahliam,35,Male,Married,2,110000,HR Manager,Excellent,Non-smoker,Whole Life,430000,559.6,2022-04-22
mostlyea-0f09-45ee-ac76-5beaae17b9d8,Moah sthyo,28,Female,Single,0,52000,Software Eeveloper,Excellent,Non-smoker,Term Life,150000,85.3,2022-08-02
mostly56-46cb-4ceb-956d-54e17cbb30c5,Henry Wotm,37,Male,Married,2,165000,MeciseiAal Engineer,Excellent,Non-smoker,Universal Life,350000,154.7,2022-03-15
mostly5c-04c9-4331-b276-41560ceebfdc,Pva Jiss,35,Male,Married,3,135000,Electrical Engineer,Excellent,Non-smoker,Universal Life,600000,156.2,2022-08-14
mostlydc-cede-4651-a24b-43a07e30d5b3,Cuame Maten,28,Female,Single,0,48000,ORerations Manager,Good,Non-smoker,Term Life,120000,40.3,2022-10-21
mostlyf5-1ce1-424d-b484-1c4e5b1755cd,Lucas Patel,55,Male,Widowed,2,150000,Sales Dinegtr,Good,Former smoker,Whole Life,700000,218.1,2022-04-30
mostly66-bdd8-4a13-b4b3-30ab589651ea,Liam Patel,33,Female,Married,3,128000,Larketing Snrcgttitt,Excellent,Non-smoker,Term Life,250000,92.2,2022-05-10
mostly49-6a5e-47d4-8109-81a9ec59215d,Mic nil rers,39,Female,Divorced,1,76000,HRerations ire,Good,Non-smoker,Term Life,150000,114.5,2022-03-15
mostly03-d829-4ea6-88f2-02178885cd95,Noah Jlatl,29,Female,Single,1,52000,Ggsetica ratage,Good,Non-smoker,Term Life,150000,52.1,2022-05-01
mostly10-de4e-47be-bdca-4ab3af39987f,Olivia Bver,48,Female,Married,2,96000,Reghanical Engineer,Good,Non-smoker,Whole Life,520000,185.4,2022-12-20
mostlye4-f44e-433d-8766-1df168eff0dd,Henry Geeres,55,Female,Single,0,65000,Mccouniano,Good,Non-smoker,Variable Life,250000,195.2,2022-08-30
mostlya5-bb04-477a-a28b-faaa3457f588,Eehan aacin,52,Male,Single,0,45000,Sales Minagtr,Good,Non-smoker,Term Life,280000,46.8,2022-01-30
mostlyd5-a6d3-4cf8-bed7-54680e34c6e2,Mia Kin,41,Male,Married,2,94000,Senior Sniuera,Excellent,Non-smoker,Whole Life,600000,325.2,2022-08-20
mostly5f-82be-4c0e-ae09-eab9f652413b,Olivia Barwn,39,Female,Single,0,52000,Hata enalySt,Excellent,Non-smoker,Term Life,150000,40.6,2022-10-11
mostly28-b204-47a9-8dac-0eaff42ab902,Emma Jogrisu,65,Female,Married,0,52000,Cutu asoer,Fair,Non-smoker,Term Life,120000,90.2,2022-12-02
mostly6b-68c8-44eb-9b5c-d01cfd73d102,Noah Coon,49,Male,Married,3,76000,Sahes ereuto,Excellent,Non-smoker,Universal Life,520000,266.0,2022-05-19
mostlyc7-96b8-455c-abf9-11f05c9612c8,Isibella lgmten,26,Female,Single,0,52000,Marketing Coordinator,Excellent,Non-smoker,Term Life,150000,24.2,2022-04-27
mostly0c-26f2-4703-93d4-4badc99cd9d5,Danial Brmer,59,Male,Divorced,2,115000,Soles Director,Good,Non-smoker,Universal Life,520000,202.8,2022-09-25
mostly6f-dd91-4081-8fa2-56186548bac5,Licas aaeel,26,Male,Single,0,54000,Scfool Councenar,Good,Non-smoker,Term Life,250000,75.0,2022-03-07
mostly2d-b873-49ce-a9e5-b2f5ad3393c8,Grace Patel,60,Female,Single,0,52000,Restarrh Assstant,Good,Non-smoker,Term Life,150000,40.2,2022-12-02
mostly6e-506e-4a4f-98fb-e76bac4dc929,Mia Johnson,37,Female,Married,0,51000,Hraphac Designer,Good,Non-smoker,Term Life,120000,70.1,2022-05-03
mostlyba-fe26-4546-8bfa-c7ab7e958e2e,Noah JoCnyuez,65,Female,Single,0,54000,Retired C,Fair,Non-smoker,Variable Life,120000,60.8,2022-11-19
mostly86-85db-44b3-84ba-30bce2f03641,Janoa Sen,43,Male,Married,2,90000,School Principal,Fair,Current smoker,Universal Life,450000,321.2,2022-02-03
mostlyf2-a07e-4608-b462-b66e6e748344,Hanry Laem,52,Male,Married,3,120000,Sales Director,Excellent,Former smoker,Universal Life,700000,519.5,2022-12-19
mostly85-3521-4786-a7a0-d238687bb92c,Sophia Cartir,37,Female,Single,0,52000,CanteAtaltoatori,Good,Non-smoker,Term Life,180000,60.8,2022-02-10
mostlye2-741e-4972-80f2-b7af69a9ccbc,Emmj Wirter,38,Female,Single,0,52000,Sarketing Specialist,Excellent,Non-smoker,Term Life,120000,60.7,2022-04-25
mostlyd8-d986-4d00-96aa-a05a48547bef,Pthan Martinez,26,Male,Widowed,2,52000,Retiredn,Fair,Current smoker,Universal Life,400000,168.9,2022-11-03
mostly79-e2d4-4c16-8eab-e7d3ecfce712,Olivor Biky,33,Male,Married,2,94000,Electrical Engineer,Excellent,Non-smoker,Whole Life,600000,483.1,2022-12-20
mostly7d-82f3-4520-a245-59e2b1bdbb72,Licas ossi,39,Male,Single,0,68000,Sales Manager,Good,Current smoker,Term Life,240000,24.0,2022-09-19
mostly4b-e19b-4701-95b0-3e59d72739b8,Grace Marrins,26,Female,Widowed,0,51000,Marketing Specialist,Excellent,Non-smoker,Term Life,150000,60.0,2022-11-19
mostly57-d69c-4c38-b98b-3e1b9846c8ba,Chloe Palel,28,Female,Single,0,54000,Scftware Developer,Fair,Non-smoker,Term Life,120000,56.4,2022-04-18
mostly06-4a1a-43a2-966b-f09706cd9d0b,Gthan Miacin,36,Male,Single,0,152000,Contetica Aalyst,Good,Non-smoker,Term Life,120000,55.8,2022-07-20
mostly38-cfca-4f26-8636-7f8f8d39e2b9,BenjamWnlien,34,Male,Married,3,86000,Sales irector,Good,Former smoker,Universal Life,600000,211.2,2022-10-14
mostly28-1239-4aa0-b8b2-838de184aa65,Janns Cheoao,53,Male,Married,3,140000,Lineericnage,Excellent,Non-smoker,Term Life,1200000,47.8,2022-02-21
mostly89-1628-48ad-ab84-6579a02f8c1f,LuamT Parein,26,Male,Single,0,42000,Larketing Soordinator,Excellent,Non-smoker,Term Life,180000,71.9,2022-04-02
mostlyb1-116a-450f-8f20-39a186055eef,Noai arcen,65,Male,Married,1,50000,RetiaedAe,Fair,Former smoker,Universal Life,450000,144.1,2022-10-14
mostly6a-862d-4a4c-b601-9e06d745e735,Elivel Wmison,53,Female,Married,2,190000,Sales Marecto,Good,Former smoker,Universal Life,520000,493.3,2022-08-26
mostly55-e558-48ba-9499-048decd47879,Ella Cornisen,28,Female,Married,0,72000,Tcroulsant,Good,Non-smoker,Term Life,200000,75.1,2022-10-15
mostly4a-eeb1-40a5-965a-030aa7ce2bcf,Lucas oisne,65,Male,Married,1,68000,Megired E,Fair,Non-smoker,Universal Life,900000,436.4,2022-05-09
mostly57-33f8-4c27-8199-14615516cb62,Itibil CRrsor,37,Female,Single,0,42000,Marketing Specialist,Excellent,Non-smoker,Term Life,100000,52.5,2022-10-04
mostlycb-2c6b-4d86-b554-8e3ca1f85eae,Noah Kam,38,Male,Married,2,70000,SealhrAreririnr,_RARE_,Non-smoker,Universal Life,1200000,540.8,2022-01-25
mostlye7-8212-4ad9-9600-cec077bf3f07,Ava Rons,49,Female,Married,0,48000,PrjitaManager,Excellent,Non-smoker,Term Life,200000,70.2,2022-05-07
mostly4c-67a9-4cb1-bfdc-af9ef3ddbe1f,Danael  Rowar,65,Male,Married,2,104000,Retired,Fair,Current smoker,Term Life,350000,292.7,2022-09-02
mostly63-4ea5-481b-9051-c90f1aa365fa,Saia Charea,55,Male,Married,2,132000,Hesrcinoisir,Fair,Non-smoker,Universal Life,600000,185.8,2022-02-07
mostly0c-03db-44d4-8c2b-6f1f1738cd9e,Ioh  r an,38,Female,Single,0,58000,Acroent M,Fair,Non-smoker,Term Life,120000,58.8,2022-12-02
mostly58-85b5-4abf-8822-75b80122df6a,Cthan ohls,31,Female,Married,2,72000,Mealtecase ministrar,Good,Non-smoker,Term Life,500000,188.3,2022-05-29
mostly58-93df-421f-849b-9054b822763d,Nrah hing,52,Male,Married,3,142000,Financial Analyst,Good,Former smoker,Whole Life,750000,131.3,2022-10-04
mostly3f-55db-4894-adc6-159344b8fdb1,Aia Johnson,39,Female,Single,0,46000,Graphic Designer,Excellent,Non-smoker,Term Life,150000,56.9,2022-11-11
mostly83-af37-40ee-8965-54f16929e906,Sophia Martinez,63,Female,Married,2,98000,Contultant,Fair,Former smoker,Whole Life,1200000,155.1,2022-11-07
mostly87-44fb-4674-9237-0f31ef7dc39e,Isabella ouen,47,Female,Married,2,111000,HR siregtor,Excellent,Non-smoker,Variable Life,650000,109.8,2022-03-31
mostly97-d466-4708-86b8-fdf5a89de524,Isabella auten,28,Female,Single,0,52000,Cutomer Supporte,Excellent,Non-smoker,Term Life,180000,56.0,2022-02-11
mostly3e-e57e-403f-8608-7e473a46f3b9,Much Rreen,28,Male,Single,0,42000,Sales Manager,Good,Non-smoker,Term Life,100000,69.1,2022-07-02
mostlyed-bd08-41b6-919d-71d8f8e97fcd,ChloeRen,56,Female,Married,3,120000,Saris Minager,Good,Current smoker,Universal Life,650000,276.8,2022-05-07
mostlyaa-1a95-48d0-b87a-d66752aec5d2,Miabaml aisrn,42,Female,Married,1,98000,Sales Manager,Excellent,Non-smoker,Term Life,250000,120.4,2022-06-18
mostlyeb-9e31-4575-9ed4-f58490a3aceb,Chlre hlisg,60,Male,Single,0,57000,Graphic Designer,Fair,Current smoker,Term Life,100000,45.6,2022-09-18
mostly05-9f34-4980-8994-efaee9023e12,Nvtt aheina,34,Female,Married,1,72000,Bctmun ni,Good,Non-smoker,Term Life,300000,75.2,2022-09-09
mostlyc1-7238-4511-993c-3767b9c2437f,Grace Kiv,65,Male,Single,0,48000,Retired,Fair,Non-smoker,Term Life,150000,72.4,2022-01-30
mostly70-708e-4e87-8bd1-e0e34f809dbc,Sophia Patel,35,Female,Married,1,78000,ARcountynt,Good,Non-smoker,Variable Life,260000,74.3,2022-04-25
mostlyee-ad7c-44de-bdcd-2b4ef7e1d049,Liam Katel,36,Female,Married,3,88000,Proaeions agagto,Excellent,Non-smoker,Universal Life,620000,169.9,2022-05-21
mostly2a-0f77-4717-856a-8f5a06593e4f,Olivia Beowe,33,Female,Married,2,42000,HR peaialigt,Excellent,Non-smoker,Term Life,160000,55.3,2022-06-19
mostly0d-9fb4-4975-b447-f2d54dcc9998,Naniel Smith,62,Male,Married,2,190000,Finsncial Analyst,Good,Former smoker,Universal Life,600000,316.1,2022-03-15
mostlyc7-6244-46d8-8ea0-938b0e59a0c8,Ava Rhln,30,Female,Married,1,71000,Acmoentay,Good,Non-smoker,Term Life,200000,52.0,2022-06-18
mostly3e-edc4-4956-a6bb-34deef57fe9a,Ella Cainia,59,Female,Married,1,70000,Sales Director,Fair,Former smoker,Whole Life,900000,144.6,2022-09-16
mostly42-50b4-4c92-93df-f8cb9161cb0d,Henry GWves,65,Male,Married,1,54000,Data mdalyt,Fair,Non-smoker,Term Life,180000,38.2,2022-09-08
